HostName,TdfName,mno,no,lng,lat,workStatus
甘肃,武威,93,13,102.657,37.8909,0
甘肃,民勤,93,14,103.071,38.6274,1
甘肃,鱼儿红,93,15,97.0959,39.4475,1
甘肃,舟曲,93,16,104.051,33.8895,0
甘肃,环县,93,17,107.311,36.5625,1
甘肃,合作,93,18,102.92,34.9947,1
甘肃,陇西,93,2,104.631,35.0009,0
甘肃,白银,93,3,104.158,36.5454,1
甘肃,刘家峡,93,4,103.34,35.9338,1
甘肃,庆阳,93,5,107.643,35.7249,0
甘肃,平凉,93,6,106.664,35.5448,0
甘肃,天水,93,7,105.903,34.5542,1
甘肃,成县,93,8,105.718,33.7411,1
甘肃,张掖,93,9,101.098,38.7858,1
青海,西宁,94,1,101.748,36.6353,0
青海,都兰,94,10,98.0932,36.2966,0
青海,湟源塔湾110kV站,94,101,101.185,36.7184,1
青海,尖扎丹霞110kV站,94,102,102.032,35.9491,1
青海,乐都雨润110kV站,94,103,102.294,36.4901,1
青海,互助彩隆110kV站,94,104,102.419,37.0271,1
青海,祁连(新)110kV站,94,105,102.018,37.2346,0
青海,门源大庄110kV站,94,106,100.258,38.1693,1
青海,玛多330kV站,94,107,98.2015,34.9044,1
青海,玉树330kV站,94,108,96.9389,33.0192,1
青海,红山鱼卡煤矿35kV站(外网),94,109,94.9956,38.0452,1
青海,切吉,94,11,99.6792,36.316,1
青海,义海大煤沟110kV站(外网),94,110,95.9978,37.5217,0
青海,察尔汗35kV站(外网),94,111,95.2154,36.793,0
青海,贵德,94,12,101.421,36.0389,1
青海,兴海,94,13,99.9852,35.5874,0
青海,河南,94,14,101.6,34.736,1
青海,大武,94,15,100.251,34.4623,1
青海,木里,94,16,99.1667,38.1603,0
青海,甘森,94,17,94.0061,36.01,0
青海,纳赤台,94,18,94.5718,35.8772,0
青海,大格勒,94,19,95.7496,36.444,0
青海,皇城,94,2,101.196,37.6227,1
青海,乌图美仁(外网),94,20,93.1708,36.9156,0
青海,大柴旦,94,21,95.3524,37.853,1
青海,绿草山,94,22,95.8097,37.5086,0
青海,德令哈,94,23,96.9123,37.3358,0
青海,祁连小八宝35kV站,94,24,100.393,38.0693,0
青海,格尔木(外网),94,25,94.8894,36.3934,0
青海,唐古拉山,94,26,91.94,33.4606,0
青海,沱沱河,94,27,92.4472,34.2291,1
青海,五道梁,94,28,93.0848,35.2164,1
青海,囊谦,94,29,96.4385,32.1983,1
青海,海晏,94,3,100.993,36.8989,1
青海,杂多(外网),94,30,95.3011,32.8968,0
青海,称多,94,31,97.1153,33.357,1
青海,曲麻莱(外网),94,32,95.8179,34.0418,0
青海,达日,94,33,99.6525,33.7512,1
青海,同德,94,34,100.567,35.2597,1
青海,乌兰,94,35,98.2492,36.9883,1
青海,西台,94,4,100.609,36.2904,1
青海,贵南,94,5,100.754,35.5836,1
青海,同仁,94,6,102.017,35.5243,1
青海,古鄯,94,7,102.785,36.124,1
青海,刚察,94,8,100.141,37.3226,1
青海,天峻,94,9,99.0199,37.2927,0
新疆,烽火台,97,101,87.8863,42.8274,1
新疆,咸水沟,97,102,90.4514,42.0076,1
新疆,库米什,97,103,88.2593,42.2516,1
新疆,民丰,97,104,82.7017,37.0467,1
新疆,安迪儿,97,105,83.665,37.8984,1
新疆,于田,97,106,81.6502,36.8296,1
新疆,皮山,97,107,78.2896,37.58,1
新疆,和田,97,108,79.8043,37.0239,0
新疆,轮台,97,109,84.2762,41.8009,0
新疆,塔中,97,110,83.7201,39.1877,1
新疆,库尔勒,97,111,86.2535,41.7099,1
新疆,和硕,97,112,86.8514,42.2735,1
新疆,三十三团,97,113,87.1878,40.8202,1
新疆,若羌,97,114,88.1739,39.0008,0
新疆,瓦石峡,97,115,87.3529,38.6635,1
新疆,且末,97,116,85.7121,38.4805,1
新疆,天鹅湖,97,117,84.971,43.1307,1
新疆,鄯善,97,118,90.1758,42.8885,0
新疆,昭苏,97,119,81.1249,43.1205,1
新疆,清水河,97,120,80.7553,44.1798,0
新疆,新源,97,121,83.2403,43.4363,1
新疆,阿拉山口,97,122,82.5568,45.1629,0
新疆,温泉,97,123,81.2974,44.9374,1
新疆,精河,97,124,82.849,44.5885,0
新疆,奎屯,97,125,84.9577,44.4066,0
新疆,百口泉,97,126,85.393,45.9024,0
新疆,奇台,97,128,89.6074,44.0194,0
