时间,微秒,主机号,站号,方向,强度,回击,存盘时间,ID,ID_TDFV20,FLAG
2020-06-14 23:59:59.000,336448,66,9,48.8,-48.5,1,2020-06-14 23:59:55.260,714774250,NULL,38
2020-06-14 23:59:59.000,1127618,66,9,44.3,-35.7,1,2020-06-14 23:59:55.213,714774246,NULL,38
2020-06-14 23:59:59.000,1133064,66,9,48.3,-40.2,1,2020-06-14 23:59:55.260,714774252,NULL,38
2020-06-14 23:59:59.000,1161322,93,6,51.8,-33.3,1,2020-06-14 23:59:59.410,714774430,NULL,38
2020-06-14 23:59:59.000,1830342,84,103,110.0,48.5,200,2020-06-15 00:00:27.457,714773109,259861345,0
2020-06-14 23:59:59.000,2049505,195,131,264.0,-183.9,200,2020-06-14 23:59:26.693,714773056,NULL,38
2020-06-14 23:59:59.000,2049727,195,138,347.0,-152.2,200,2020-06-14 23:59:26.490,714773051,NULL,38
2020-06-14 23:59:59.000,2052731,195,134,346.0,-63.9,200,2020-06-14 23:59:27.350,714773084,NULL,38
2020-06-14 23:59:59.000,2054570,195,136,333.0,-38.3,200,2020-06-14 23:59:27.460,714773089,NULL,38
2020-06-14 23:59:59.000,2061915,94,28,212.1,-21.3,1,2020-06-14 23:59:27.570,714773093,NULL,38
2020-06-14 23:59:59.000,2081175,75,121,297.0,-47.8,200,2020-06-14 23:59:11.497,714773045,NULL,40
2020-06-14 23:59:59.000,2088786,93,4,253.9,-23.7,1,2020-06-14 23:59:28.690,714773133,NULL,38
2020-06-14 23:59:59.000,2158710,93,6,58.1,-36.7,1,2020-06-14 23:59:59.517,714774436,NULL,38
2020-06-14 23:59:59.000,2933457,66,9,51.0,-53.1,1,2020-06-14 23:59:55.417,714774264,NULL,38
2020-06-14 23:59:59.000,3117110,66,9,53.0,-42.5,1,2020-06-14 23:59:55.477,714774269,NULL,38
2020-06-14 23:59:59.000,3316804,66,9,53.9,-43.4,1,2020-06-14 23:59:55.667,714774285,NULL,38
2020-06-14 23:59:59.000,3370006,93,6,54.4,-35.8,1,2020-06-14 23:59:59.610,714774442,NULL,38
2020-06-14 23:59:59.000,3741573,93,12,186.0,-53.6,1,2020-06-14 23:59:27.817,714773100,NULL,38
2020-06-14 23:59:59.000,3934501,66,9,46.4,-44.6,1,2020-06-14 23:59:55.727,714774286,NULL,38
2020-06-14 23:59:59.000,4115313,84,104,52.0,-27.7,200,2020-06-15 00:00:27.487,714773111,259861346,0
2020-06-14 23:59:59.000,4559380,93,6,55.5,-33.7,1,2020-06-14 23:59:59.673,714774446,NULL,38
2020-06-14 23:59:59.000,4732760,71,106,56.0,-19.1,200,2020-06-15 00:00:26.270,714773072,259861341,0
2020-06-14 23:59:59.000,4915570,66,9,43.8,-38.5,1,2020-06-14 23:59:56.010,714774311,NULL,38
2020-06-14 23:59:59.000,5531313,66,9,51.8,-50.2,1,2020-06-14 23:59:56.070,714774316,NULL,38
2020-06-14 23:59:59.000,5629169,71,106,50.0,-38.4,200,2020-06-15 00:00:26.303,714773074,259861342,0
2020-06-14 23:59:59.000,5757444,93,6,53.9,-35.2,1,2020-06-15 00:00:00.017,714774457,NULL,38
2020-06-14 23:59:59.000,5930281,66,9,48.5,-43.7,1,2020-06-14 23:59:56.210,714774320,NULL,38
2020-06-14 23:59:59.000,6960092,93,6,54.5,-35.5,1,2020-06-15 00:00:00.063,714774458,NULL,38
2020-06-14 23:59:59.000,7002373,94,14,146.9,-20.0,1,2020-06-14 23:59:29.003,714773139,NULL,38
2020-06-14 23:59:59.000,7085216,195,131,261.0,-115.3,200,2020-06-14 23:59:27.100,714773067,NULL,38
2020-06-14 23:59:59.000,7085456,195,138,349.0,-77.1,200,2020-06-14 23:59:27.257,714773080,NULL,38
2020-06-14 23:59:59.000,7085864,195,144,183.0,-69.0,200,2020-06-14 23:59:27.193,714773075,NULL,38
2020-06-14 23:59:59.000,7088469,195,134,346.0,-30.3,200,2020-06-14 23:59:27.397,714773085,NULL,38
2020-06-14 23:59:59.000,7090281,195,136,327.0,-18.1,200,2020-06-14 23:59:27.507,714773092,NULL,38
2020-06-14 23:59:59.000,7131528,71,106,64.0,-20.1,200,2020-06-15 00:00:26.333,714773077,259861343,0
2020-06-14 23:59:59.000,7138036,94,11,43.4,-24.9,1,2020-06-14 23:59:28.537,714773126,NULL,38
2020-06-14 23:59:59.000,7331834,71,106,55.0,-18.0,200,2020-06-15 00:00:26.350,714773079,259861344,0
2020-06-14 23:59:59.000,7737321,83,113,277.0,68.0,200,2020-06-15 00:00:27.503,714773112,259861347,0
2020-06-14 23:59:59.000,8002580,82,6,44.6,-24.1,1,2020-06-15 00:00:29.063,714773177,NULL,0
2020-06-14 23:59:59.000,8018829,195,131,261.0,-33.7,200,2020-06-14 23:59:27.147,714773071,NULL,38
2020-06-14 23:59:59.000,8159073,93,6,57.4,-35.6,1,2020-06-15 00:00:00.127,714774461,NULL,38
2020-06-14 23:59:59.000,8929337,66,9,49.5,-47.2,1,2020-06-14 23:59:56.257,714774321,NULL,38
2020-06-14 23:59:59.000,9051166,195,131,259.0,-39.9,200,2020-06-14 23:59:27.303,714773082,NULL,38
2020-06-14 23:59:59.000,9051375,195,138,349.0,-28.8,200,2020-06-14 23:59:27.303,714773083,NULL,38
2020-06-15 00:00:00.000,483160,66,9,44.9,-50.1,1,2020-06-15 23:59:44.713,722150079,NULL,38
2020-06-15 00:00:00.000,558307,93,6,56.9,-35.1,1,2020-06-15 00:00:00.343,714774474,NULL,38
2020-06-15 00:00:00.000,1129662,71,106,52.0,-20.2,200,2020-06-15 00:00:27.520,714773114,259861348,0
2020-06-15 00:00:00.000,1329760,71,106,50.0,-22.1,200,2020-06-15 00:00:27.533,714773116,259861349,0
2020-06-15 00:00:00.000,1418475,61,51,58.3,-42.0,1,2020-06-16 00:00:30.493,722148873,NULL,0
2020-06-15 00:00:00.000,1483155,66,9,43.0,-50.8,1,2020-06-15 23:59:44.837,722150088,NULL,38
2020-06-15 00:00:00.000,1865570,75,109,211.0,40.4,200,2020-06-14 23:59:12.697,714773087,NULL,40
2020-06-15 00:00:00.000,1868660,251,114,18.0,-30.2,200,2020-06-14 23:59:12.760,714773090,NULL,40
2020-06-15 00:00:00.000,1962099,93,6,48.0,-33.1,1,2020-06-15 00:00:00.970,714774517,NULL,38
2020-06-15 00:00:00.000,2439584,94,2,354.9,-25.8,1,2020-06-15 23:59:29.033,722148653,NULL,38
2020-06-15 00:00:00.000,2445796,93,3,339.0,-19.2,1,2020-06-15 23:59:30.127,722148746,NULL,38
2020-06-15 00:00:00.000,2448484,61,22,281.8,64.1,1,2020-06-16 00:00:30.540,722148885,NULL,0
2020-06-15 00:00:00.000,2449779,94,7,339.0,77.1,1,2020-06-15 23:59:29.160,722148655,NULL,38
2020-06-15 00:00:00.000,2454501,93,7,356.5,-17.2,1,2020-06-15 23:59:30.203,722148754,NULL,38
2020-06-15 00:00:00.000,2458763,93,16,338.0,39.6,1,2020-06-15 23:59:30.033,722148739,NULL,38
2020-06-15 00:00:00.000,2487192,24,12,6.7,-23.3,1,2020-06-15 23:59:14.320,722148660,NULL,40
2020-06-15 00:00:00.000,2529478,71,106,57.0,-22.0,200,2020-06-15 00:00:27.550,714773117,259861350,0
2020-06-15 00:00:00.000,2580047,71,106,49.0,-28.3,200,2020-06-15 00:00:27.580,714773119,259861351,0
2020-06-15 00:00:00.000,2618119,61,51,57.7,-41.9,1,2020-06-16 00:00:30.510,722148876,NULL,0
2020-06-15 00:00:00.000,2626550,71,106,48.0,-28.5,200,2020-06-15 00:00:27.597,714773121,259861352,0
2020-06-15 00:00:00.000,2759387,93,6,57.6,-35.7,1,2020-06-15 00:00:01.030,714774522,NULL,38
2020-06-15 00:00:00.000,3958651,93,6,56.3,-35.3,1,2020-06-15 00:00:01.110,714774526,NULL,38
2020-06-15 00:00:00.000,4065726,66,9,46.7,-57.3,1,2020-06-15 23:59:44.913,722150090,NULL,38
2020-06-15 00:00:00.000,4974139,75,108,78.0,20.2,200,2020-06-14 23:59:12.900,714773095,NULL,40
2020-06-15 00:00:00.000,5158359,93,6,57.9,-36.1,1,2020-06-15 00:00:00.970,714774516,NULL,38
2020-06-15 00:00:00.000,5431167,71,106,49.0,-25.3,200,2020-06-15 00:00:27.613,714773122,259861353,0
2020-06-15 00:00:00.000,6145910,61,51,66.4,-27.7,1,2020-06-16 00:00:30.523,722148878,NULL,0
2020-06-15 00:00:00.000,6278427,66,9,47.4,-60.3,1,2020-06-15 23:59:45.023,722150096,NULL,38
2020-06-15 00:00:00.000,6359382,93,6,55.2,-33.9,1,2020-06-15 00:00:01.030,714774521,NULL,38
2020-06-15 00:00:00.000,6489063,71,116,96.0,-172.0,200,2020-06-14 01:00:28.210,709467103,257626225,0
2020-06-15 00:00:00.000,6490770,71,117,124.0,-111.6,200,2020-06-14 01:00:28.147,709467095,257626218,0
2020-06-15 00:00:00.000,6494866,71,116,96.0,-21.0,200,2020-06-14 01:00:28.553,709467189,257626311,0
2020-06-15 00:00:00.000,6604086,75,155,180.0,-17.3,200,2020-06-14 23:59:13.103,714773101,NULL,40
2020-06-15 00:00:00.000,6782596,75,109,212.0,170.4,200,2020-06-14 23:59:13.150,714773104,NULL,40
2020-06-15 00:00:00.000,7179799,71,116,96.0,-63.6,200,2020-06-14 01:00:27.553,709466929,257626104,0
2020-06-15 00:00:00.000,7429482,93,101,152.0,-43.5,200,2020-06-14 23:59:29.097,714773141,NULL,38
2020-06-15 00:00:00.000,7500326,71,116,93.0,-63.0,200,2020-06-14 01:00:27.633,709466945,257626115,0
2020-06-15 00:00:00.000,7558124,93,6,57.4,-34.8,1,2020-06-15 00:00:01.077,714774525,NULL,38
2020-06-15 00:00:00.000,7617250,93,11,43.4,-27.6,1,2020-06-15 23:59:30.640,722148799,NULL,38
2020-06-15 00:00:00.000,7680491,66,9,44.8,-56.4,1,2020-06-15 23:59:45.243,722150104,NULL,38
2020-06-15 00:00:00.000,7834756,71,116,97.0,-48.1,200,2020-06-14 01:00:27.803,709466978,257626133,0
2020-06-15 00:00:00.000,8062045,66,9,49.5,-56.9,1,2020-06-15 23:59:45.303,722150108,NULL,38
2020-06-15 00:00:00.000,8126670,71,106,47.0,-25.5,200,2020-06-15 00:00:27.630,714773123,259861354,0
2020-06-15 00:00:00.000,8212915,71,116,90.0,-27.2,200,2020-06-14 01:00:27.850,709466995,257626145,0
2020-06-15 00:00:00.000,8279619,66,9,45.3,-56.1,1,2020-06-15 23:59:45.447,722150115,NULL,38
2020-06-15 00:00:00.000,8477636,66,9,44.2,-53.7,1,2020-06-15 23:59:45.507,722150120,NULL,38
2020-06-15 00:00:00.000,8758534,93,6,56.0,-35.0,1,2020-06-15 00:00:01.203,714774534,NULL,38
2020-06-15 00:00:00.000,8824167,71,106,44.0,-28.3,200,2020-06-15 00:00:27.643,714773124,259861355,0
2020-06-15 00:00:00.000,9076936,66,9,43.2,-50.5,1,2020-06-15 23:59:45.633,722150132,NULL,38
2020-06-15 00:00:00.000,9445223,84,103,154.0,-41.6,200,2020-06-15 00:00:28.530,714773153,259861361,0
2020-06-15 00:00:00.000,9447285,84,132,179.0,-35.4,200,2020-06-15 00:00:28.480,714773147,259861358,0
2020-06-15 00:00:00.000,9623548,71,106,47.0,-29.0,200,2020-06-15 00:00:27.660,714773127,259861356,0
2020-06-15 00:00:00.000,9726513,71,106,58.0,-21.8,200,2020-06-15 00:00:27.690,714773128,259861357,0
2020-06-15 00:00:00.000,9834504,84,103,155.0,-32.3,200,2020-06-15 00:00:28.560,714773154,259861362,0
2020-06-15 00:00:00.000,9836567,84,132,175.0,-24.5,200,2020-06-15 00:00:28.497,714773149,259861359,0
2020-06-15 00:00:00.000,9959514,93,6,58.0,-36.0,1,2020-06-15 00:00:01.327,714774541,NULL,38
2020-06-15 00:00:00.000,9999998,66,9,44.3,-53.2,1,2020-06-15 12:21:55.823,718170368,NULL,38
2020-06-15 00:00:01.000,266541,66,9,48.2,-52.0,1,2020-06-15 23:59:45.693,722150137,NULL,38
2020-06-15 00:00:01.000,276386,66,9,47.3,-57.9,1,2020-06-15 23:59:45.913,722150148,NULL,38
2020-06-15 00:00:01.000,551519,84,103,155.0,-37.5,200,2020-06-15 00:00:28.577,714773157,259861363,0
2020-06-15 00:00:01.000,553582,84,132,177.0,-29.4,200,2020-06-15 00:00:28.513,714773150,259861360,0
2020-06-15 00:00:01.000,1159610,93,6,56.8,-35.1,1,2020-06-15 00:00:01.403,714774545,NULL,38
2020-06-15 00:00:01.000,1474662,66,9,43.7,-55.8,1,2020-06-15 23:59:45.977,722150153,NULL,38
2020-06-15 00:00:01.000,2358563,93,6,57.5,-35.8,1,2020-06-15 00:00:01.467,714774547,NULL,38
2020-06-15 00:00:01.000,2371546,66,9,44.8,-50.2,1,2020-06-15 12:25:41.040,718191251,NULL,38
2020-06-15 00:00:01.000,2622301,71,106,44.0,-30.0,200,2020-06-15 00:00:28.590,714773158,259861364,0
2020-06-15 00:00:01.000,3124655,71,106,49.0,-24.0,200,2020-06-15 00:00:28.590,714773159,259861365,0
2020-06-15 00:00:01.000,3406199,75,23,205.4,80.3,1,2020-06-15 23:59:15.317,722148762,NULL,40
2020-06-15 00:00:01.000,3517961,66,9,45.8,-40.1,1,2020-06-15 12:38:29.877,718267958,NULL,38
2020-06-15 00:00:01.000,3562035,93,6,57.9,-36.1,1,2020-06-15 00:00:01.937,714774572,NULL,38
2020-06-15 00:00:01.000,3626001,66,9,46.0,-48.7,1,2020-06-15 12:19:58.027,718159802,NULL,38
2020-06-15 00:00:01.000,3719349,66,9,45.4,-46.5,1,2020-06-15 12:38:20.173,718264639,NULL,38
2020-06-15 00:00:01.000,3828039,66,9,46.3,-42.2,1,2020-06-15 12:24:19.593,718172121,NULL,38
2020-06-15 00:00:01.000,3964821,66,9,42.6,-45.6,1,2020-06-15 12:21:25.030,718168237,NULL,38
2020-06-15 00:00:01.000,4005840,61,51,57.0,-57.2,1,2020-06-16 00:00:30.570,722148891,NULL,0
2020-06-15 00:00:01.000,4021984,251,114,25.0,-42.5,200,2020-06-14 23:59:13.900,714773131,NULL,40
2020-06-15 00:00:01.000,4409344,75,23,175.9,37.3,1,2020-06-15 23:59:15.397,722148770,NULL,40
2020-06-15 00:00:01.000,4622658,66,9,30.0,-42.6,1,2020-06-15 12:35:41.193,718261805,NULL,38
2020-06-15 00:00:01.000,4759733,93,6,58.7,-36.7,1,2020-06-15 00:00:01.983,714774573,NULL,38
2020-06-15 00:00:01.000,4781834,15,51,79.2,-31.2,1,2020-06-16 00:00:30.540,722148889,NULL,0
2020-06-15 00:00:01.000,4820816,71,106,51.0,-36.4,200,2020-06-15 00:00:28.607,714773160,259861366,0
2020-06-15 00:00:01.000,4826078,66,9,42.7,-44.6,1,2020-06-15 12:19:58.103,718159805,NULL,38
2020-06-15 00:00:01.000,4840110,66,9,46.6,-52.5,1,2020-06-15 12:20:27.027,718163326,NULL,38
2020-06-15 00:00:01.000,4941407,75,108,74.0,20.6,200,2020-06-14 23:59:14.103,714773136,NULL,40
2020-06-15 00:00:01.000,5143826,66,9,49.3,-36.1,1,2020-06-15 12:19:08.213,718152961,NULL,38
2020-06-15 00:00:01.000,5226540,66,9,46.6,-54.4,1,2020-06-15 12:19:58.230,718159810,NULL,38
2020-06-15 00:00:01.000,5291163,66,9,45.5,-47.5,1,2020-06-15 12:24:15.880,718171470,NULL,38
2020-06-15 00:00:01.000,5322672,66,9,50.0,-49.7,1,2020-06-15 12:38:20.250,718264705,NULL,38
2020-06-15 00:00:01.000,5323766,71,106,50.0,-23.6,200,2020-06-15 00:00:28.620,714773161,259861367,0
2020-06-15 00:00:01.000,5344411,66,9,46.4,-43.5,1,2020-06-15 12:19:08.323,718152970,NULL,38
2020-06-15 00:00:01.000,5504220,66,9,44.5,-51.6,1,2020-06-15 12:33:21.417,718246036,NULL,38
2020-06-15 00:00:01.000,5839574,66,9,45.2,-62.5,1,2020-06-15 12:38:06.913,718262036,NULL,38
2020-06-15 00:00:01.000,5850176,66,9,40.0,-42.4,1,2020-06-15 14:44:32.227,719231088,NULL,38
2020-06-15 00:00:01.000,5959551,93,6,57.6,-36.0,1,2020-06-15 00:00:02.013,714774575,NULL,38
2020-06-15 00:00:01.000,6020733,71,106,46.0,-33.8,200,2020-06-15 00:00:28.620,714773163,259861368,0
2020-06-15 00:00:01.000,6044235,66,9,46.9,-50.1,1,2020-06-15 12:20:27.230,718163351,NULL,38
2020-06-15 00:00:01.000,6145155,66,9,45.4,-43.8,1,2020-06-15 12:19:08.417,718153033,NULL,38
2020-06-15 00:00:01.000,6231942,66,9,48.6,-43.7,1,2020-06-15 12:24:11.247,718171099,NULL,38
2020-06-15 00:00:01.000,6502718,66,9,44.5,-52.1,1,2020-06-15 12:33:21.557,718246042,NULL,38
2020-06-15 00:00:01.000,7048020,66,9,48.0,-50.9,1,2020-06-15 12:07:03.497,718069576,NULL,38
2020-06-15 00:00:01.000,7160411,93,6,57.1,-37.0,1,2020-06-15 00:00:02.060,714774577,NULL,38
2020-06-15 00:00:01.000,7266462,66,9,44.4,-57.9,1,2020-06-15 23:59:46.040,722150158,NULL,38
2020-06-15 00:00:01.000,7281366,75,23,210.2,43.4,1,2020-06-15 23:59:15.520,722148782,NULL,40
2020-06-15 00:00:01.000,7592010,66,9,46.5,-48.9,1,2020-06-15 12:38:12.640,718263059,NULL,38
2020-06-15 00:00:01.000,7819903,71,106,49.0,-26.3,200,2020-06-15 00:00:28.637,714773164,259861369,0
2020-06-15 00:00:01.000,7867756,66,9,42.1,-47.4,1,2020-06-15 23:59:46.083,722150164,NULL,38
2020-06-15 00:00:01.000,7994644,66,9,46.9,-49.1,1,2020-06-15 12:38:27.613,718266727,NULL,38
2020-06-15 00:00:01.000,8068168,66,9,43.5,-48.6,1,2020-06-15 23:59:46.443,722150183,NULL,38
2020-06-15 00:00:01.000,8233190,66,9,46.2,-45.6,1,2020-06-15 12:19:58.637,718159834,NULL,38
2020-06-15 00:00:01.000,8363014,93,6,53.0,-34.6,1,2020-06-15 00:00:02.183,714774586,NULL,38
2020-06-15 00:00:01.000,8419973,71,106,43.0,-27.8,200,2020-06-15 00:00:28.653,714773165,259861370,0
2020-06-15 00:00:01.000,8467567,66,9,46.5,-55.8,1,2020-06-15 12:21:56.430,718170375,NULL,38
2020-06-15 00:00:01.000,8619831,71,106,48.0,-30.0,200,2020-06-15 00:00:28.670,714773166,259861371,0
2020-06-15 00:00:01.000,8833945,66,9,40.9,-35.3,1,2020-06-15 12:24:31.213,718174926,NULL,38
2020-06-15 00:00:01.000,8994124,66,9,45.8,-54.6,1,2020-06-15 12:38:35.400,718270189,NULL,38
2020-06-15 00:00:01.000,9070742,66,9,43.0,-36.6,1,2020-06-15 12:38:35.040,718270044,NULL,38
2020-06-15 00:00:01.000,9234688,66,9,45.0,-48.2,1,2020-06-15 12:19:58.743,718159840,NULL,38
2020-06-15 00:00:01.000,9522194,71,106,56.0,-19.1,200,2020-06-15 00:00:28.670,714773167,259861372,0
2020-06-15 00:00:01.000,9560680,93,6,55.3,-33.8,1,2020-06-15 00:00:02.277,714774588,NULL,38
2020-06-15 00:00:01.000,9704011,66,9,37.0,-40.0,1,2020-06-15 12:33:21.650,718246047,NULL,38
2020-06-15 00:00:01.000,9790596,66,9,44.4,-44.7,1,2020-06-15 12:38:36.163,718270491,NULL,38
2020-06-15 00:00:01.000,9970830,66,9,44.6,-52.9,1,2020-06-15 12:21:25.980,718168286,NULL,38
2020-06-15 00:00:01.000,9999998,66,9,45.0,-45.3,1,2020-06-15 12:07:11.920,718071188,NULL,38
2020-06-15 00:00:02.000,3883,24,12,297.4,-519.0,1,2020-06-15 23:59:16.003,722148866,NULL,40
2020-06-15 00:00:02.000,10129,24,11,267.5,-40.3,1,2020-06-15 23:59:16.080,722148882,NULL,40
2020-06-15 00:00:02.000,15654,22,9,284.8,-31.3,1,2020-06-15 23:59:15.927,722148856,NULL,40
2020-06-15 00:00:02.000,114362,66,9,48.1,-61.6,1,2020-06-15 23:59:46.520,722150187,NULL,38
2020-06-15 00:00:02.000,267732,66,9,43.9,-51.7,1,2020-06-15 23:59:46.647,722150189,NULL,38
2020-06-15 00:00:02.000,406410,71,106,50.0,-22.1,200,2020-06-15 00:00:28.683,714773168,259861373,0
2020-06-15 00:00:02.000,612681,75,23,196.2,-160.7,1,2020-06-15 23:59:15.770,722148819,NULL,40
2020-06-15 00:00:02.000,618547,75,21,85.1,-35.5,1,2020-06-15 23:59:15.723,722148805,NULL,40
2020-06-15 00:00:02.000,627463,93,7,169.2,-14.4,1,2020-06-15 23:59:31.843,722148997,NULL,38
2020-06-15 00:00:02.000,772634,93,6,54.3,-37.5,1,2020-06-15 00:00:02.353,714774590,NULL,38
2020-06-15 00:00:02.000,1104906,66,9,39.5,-44.6,1,2020-06-15 12:33:21.773,718246055,NULL,38
2020-06-15 00:00:02.000,1963121,93,6,51.1,-33.7,1,2020-06-15 00:00:02.620,714774594,NULL,38
2020-06-15 00:00:02.000,2798296,61,51,61.5,-51.1,1,2020-06-16 00:00:30.587,722148897,NULL,0
2020-06-15 00:00:02.000,3017511,71,106,51.0,-22.4,200,2020-06-15 00:00:29.560,714773197,259861379,0
2020-06-15 00:00:02.000,3160299,93,6,57.2,-35.5,1,2020-06-15 00:00:02.713,714774596,NULL,38
2020-06-15 00:00:02.000,3411659,24,108,38.0,-22.9,200,2020-06-14 23:59:14.897,714773170,NULL,40
2020-06-15 00:00:02.000,3964305,71,106,51.0,-27.4,200,2020-06-15 00:00:29.577,714773198,259861380,0
2020-06-15 00:00:02.000,4360692,93,6,55.6,-35.3,1,2020-06-15 00:00:02.993,714774609,NULL,38
2020-06-15 00:00:02.000,4422782,75,28,153.1,-44.1,1,2020-06-15 23:59:16.627,722148977,NULL,40
2020-06-15 00:00:02.000,5195326,61,51,57.5,-58.3,1,2020-06-16 00:00:34.977,722149403,NULL,0
2020-06-15 00:00:02.000,5319268,71,106,50.0,-25.4,200,2020-06-15 00:00:29.593,714773200,259861381,0
2020-06-15 00:00:02.000,5386793,41,113,42.0,-34.5,200,2020-06-14 23:59:15.897,714773206,NULL,40
2020-06-15 00:00:02.000,5572751,93,6,55.7,-37.3,1,2020-06-15 00:00:03.073,714774611,NULL,38
2020-06-15 00:00:02.000,5872285,75,33,287.3,-32.5,1,2020-06-15 23:59:16.580,722148965,NULL,40
2020-06-15 00:00:02.000,5877146,75,23,198.3,-160.9,1,2020-06-15 23:59:16.520,722148953,NULL,40
2020-06-15 00:00:02.000,5881328,75,21,105.6,-56.0,1,2020-06-15 23:59:16.317,722148917,NULL,40
2020-06-15 00:00:02.000,5881404,75,28,150.1,-105.9,1,2020-06-15 23:59:16.673,722148984,NULL,40
2020-06-15 00:00:02.000,5888892,93,8,177.5,-29.5,1,2020-06-15 23:59:31.390,722148935,NULL,38
2020-06-15 00:00:02.000,5891947,93,7,179.4,-25.9,1,2020-06-15 23:59:31.950,722149005,NULL,38
2020-06-15 00:00:02.000,6175340,251,114,25.0,-40.6,200,2020-06-14 23:59:15.100,714773173,NULL,40
2020-06-15 00:00:02.000,6773286,93,6,61.1,-39.0,1,2020-06-15 00:00:03.133,714774613,NULL,38
2020-06-15 00:00:02.000,7361814,75,23,195.8,-128.8,1,2020-06-15 23:59:16.720,722148987,NULL,40
2020-06-15 00:00:02.000,7366123,75,28,150.3,-82.8,1,2020-06-15 23:59:16.737,722148990,NULL,40
2020-06-15 00:00:02.000,7373554,93,8,173.5,-20.0,1,2020-06-15 23:59:31.640,722148982,NULL,38
2020-06-15 00:00:02.000,7376610,93,7,178.6,-18.5,1,2020-06-15 23:59:32.060,722149013,NULL,38
2020-06-15 00:00:02.000,7814896,71,106,48.0,-30.8,200,2020-06-15 00:00:29.610,714773201,259861382,0
2020-06-15 00:00:02.000,7853153,93,6,47.8,-18.9,1,2020-06-15 00:00:03.090,714774612,NULL,38
2020-06-15 00:00:02.000,8142021,85,104,282.0,-27.9,200,2020-06-15 00:00:30.190,714773220,259861391,0
2020-06-15 00:00:02.000,8144080,85,103,250.0,-21.0,200,2020-06-15 00:00:30.130,714773213,259861386,0
2020-06-15 00:00:02.000,8145452,81,119,234.0,-18.7,200,2020-06-15 00:00:30.113,714773212,259861385,0
2020-06-15 00:00:02.000,8659949,75,23,198.8,-52.7,1,2020-06-15 23:59:16.783,722148993,NULL,40
2020-06-15 00:00:02.000,8973149,93,6,54.1,-35.2,1,2020-06-15 00:00:03.167,714774614,NULL,38
2020-06-15 00:00:02.000,9058075,66,9,46.4,-52.9,1,2020-06-15 23:59:46.710,722150190,NULL,38
2020-06-15 00:00:02.000,9174833,85,104,283.0,-69.8,200,2020-06-15 00:00:30.207,714773222,259861392,0
2020-06-15 00:00:02.000,9176897,85,103,251.0,-47.2,200,2020-06-15 00:00:30.130,714773215,259861387,0
2020-06-15 00:00:02.000,9178162,84,121,95.0,-35.1,200,2020-06-15 00:00:29.530,714773193,259861377,0
2020-06-15 00:00:02.000,9178265,81,119,234.0,-43.9,200,2020-06-15 00:00:30.160,714773217,259861388,0
2020-06-15 00:00:02.000,9179723,85,108,256.0,-29.9,200,2020-06-15 00:00:29.500,714773189,259861374,0
2020-06-15 00:00:02.000,9180180,84,120,165.0,-26.8,200,2020-06-15 00:00:31.717,714773262,259861395,0
2020-06-15 00:00:02.000,9180381,84,118,190.0,-38.8,200,2020-06-15 00:00:30.240,714773225,259861394,0
2020-06-15 00:00:02.000,9181499,84,116,142.0,-38.0,200,2020-06-15 00:00:29.547,714773196,259861378,0
2020-06-15 00:00:02.000,9181676,84,102,150.0,-23.8,200,2020-06-15 00:00:29.513,714773190,259861375,0
2020-06-15 00:00:02.000,9185075,84,107,165.0,-18.3,200,2020-06-15 00:00:29.530,714773192,259861376,0
2020-06-15 00:00:02.000,9188190,84,110,161.0,-19.5,200,2020-06-15 00:00:30.097,714773211,259861384,0
2020-06-15 00:00:02.000,9511487,71,106,46.0,-38.8,200,2020-06-15 00:00:29.610,714773202,259861383,0
2020-06-15 00:00:03.000,162120,93,6,55.8,-35.1,1,2020-06-15 00:00:03.400,714774626,NULL,38
2020-06-15 00:00:03.000,482540,85,104,284.0,-36.0,200,2020-06-15 00:00:30.223,714773223,259861393,0
2020-06-15 00:00:03.000,484594,85,103,252.0,-25.7,200,2020-06-15 00:00:30.160,714773218,259861389,0
2020-06-15 00:00:03.000,485960,81,119,234.0,-21.3,200,2020-06-15 00:00:30.177,714773219,259861390,0
2020-06-15 00:00:03.000,1361541,93,6,57.0,-35.1,1,2020-06-15 00:00:03.463,714774628,NULL,38
2020-06-15 00:00:03.000,1971118,15,51,63.4,-32.1,1,2020-06-16 00:00:34.960,722149394,NULL,0
2020-06-15 00:00:03.000,2143464,15,51,55.9,-42.3,1,2020-06-16 00:00:34.960,722149402,NULL,0
2020-06-15 00:00:03.000,2250001,66,9,43.4,-51.7,1,2020-06-15 23:59:46.833,722150192,NULL,38
2020-06-15 00:00:03.000,2430146,75,23,198.9,-52.4,1,2020-06-15 23:59:16.987,722149006,NULL,40
2020-06-15 00:00:03.000,2561839,93,6,57.3,-36.7,1,2020-06-15 00:00:03.510,714774629,NULL,38
2020-06-15 00:00:03.000,2695172,75,25,251.6,-31.5,1,2020-06-15 23:59:16.923,722149001,NULL,40
2020-06-15 00:00:03.000,2810181,24,108,40.0,-24.4,200,2020-06-14 23:59:15.693,714773195,NULL,40
2020-06-15 00:00:03.000,3412710,71,106,47.0,-29.5,200,2020-06-15 00:00:31.730,714773264,259861396,0
2020-06-15 00:00:03.000,3636548,66,9,43.7,-51.0,1,2020-06-15 23:59:46.927,722150194,NULL,38
2020-06-15 00:00:03.000,3761556,93,6,57.3,-36.1,1,2020-06-15 00:00:03.730,714774636,NULL,38
