时间,微秒,主机号,站号,方向,强度,回击,存盘时间,ID,ID_TDFV20,FLAG
2020-06-15 00:03:47.000,2963593,93,6,53.7,-33.0,1,2020-06-15 00:03:47.543,714785498,NULL,38
2020-06-15 00:03:47.000,3056441,71,106,54.0,-20.0,200,2020-06-15 00:04:13.657,714783655,259866413,0
2020-06-15 00:03:47.000,3662268,91,117,78.0,-86.7,200,2020-06-15 00:04:14.797,714783750,259866416,0
2020-06-15 00:03:47.000,3776472,82,8,186.6,-25.7,1,2020-06-15 00:04:46.690,714785500,NULL,0
2020-06-15 00:03:47.000,4163069,93,6,53.8,-32.9,1,2020-06-15 00:03:47.620,714785503,NULL,38
2020-06-15 00:03:47.000,4556011,251,114,25.0,-42.5,200,2020-06-15 00:03:02.380,714783798,NULL,40
2020-06-15 00:03:47.000,5155060,71,106,46.0,-29.8,200,2020-06-15 00:04:14.873,714783753,259866419,0
2020-06-15 00:03:47.000,5299818,66,9,53.2,-60.0,1,2020-06-15 00:03:47.280,714785487,NULL,38
2020-06-15 00:03:47.000,5363103,93,6,56.7,-34.3,1,2020-06-15 00:03:47.777,714785513,NULL,38
2020-06-15 00:03:47.000,6275525,82,8,34.9,-44.4,1,2020-06-15 00:04:46.720,714785501,NULL,0
2020-06-15 00:03:47.000,6564679,93,6,54.3,-32.8,1,2020-06-15 00:03:47.933,714785524,NULL,38
2020-06-15 00:03:47.000,6701600,66,9,51.2,-61.7,1,2020-06-15 00:03:47.670,714785505,NULL,38
2020-06-15 00:03:47.000,7459623,71,106,50.0,-20.3,200,2020-06-15 00:04:14.967,714783756,259866421,0
2020-06-15 00:03:47.000,7756332,71,106,51.0,-28.4,200,2020-06-15 00:04:14.983,714783757,259866422,0
2020-06-15 00:03:47.000,7763886,93,6,56.6,-37.9,1,2020-06-15 00:03:47.997,714785525,NULL,38
2020-06-15 00:03:47.000,7848271,82,8,182.7,-23.2,1,2020-06-15 00:04:46.777,714785504,NULL,0
2020-06-15 00:03:47.000,8640302,75,108,78.0,18.4,200,2020-06-15 00:03:01.880,714783778,NULL,40
2020-06-15 00:03:47.000,8963423,93,6,53.9,-31.6,1,2020-06-15 00:03:48.213,714785535,NULL,38
2020-06-15 00:03:47.000,9366978,82,8,192.6,-27.1,1,2020-06-15 00:04:46.810,714785506,NULL,0
2020-06-15 00:03:47.000,9447409,82,8,199.4,-28.3,1,2020-06-15 00:04:46.840,714785509,NULL,0
2020-06-15 00:03:48.000,72936,82,8,34.1,-56.4,1,2020-06-15 00:04:46.870,714785511,NULL,0
2020-06-15 00:03:48.000,99351,84,104,54.0,-34.4,200,2020-06-15 00:04:16.370,714783810,259866428,0
2020-06-15 00:03:48.000,163426,93,6,56.0,-36.6,1,2020-06-15 00:03:48.277,714785538,NULL,38
2020-06-15 00:03:48.000,482300,66,9,36.2,-42.5,1,2020-06-15 00:03:47.730,714785510,NULL,38
2020-06-15 00:03:48.000,969386,82,8,24.2,-29.5,1,2020-06-15 00:04:46.887,714785512,NULL,0
2020-06-15 00:03:48.000,1061662,71,106,48.0,-30.3,200,2020-06-15 00:04:15.000,714783759,259866423,0
2020-06-15 00:03:48.000,1071958,82,8,36.3,-59.2,1,2020-06-15 00:04:46.917,714785514,NULL,0
2020-06-15 00:03:48.000,1098221,66,9,53.6,-68.9,1,2020-06-15 00:03:47.823,714785515,NULL,38
2020-06-15 00:03:48.000,1175140,93,6,54.0,-36.8,1,2020-06-15 00:03:48.323,714785541,NULL,38
2020-06-15 00:03:48.000,1495284,66,9,46.8,-59.2,1,2020-06-15 00:03:47.870,714785520,NULL,38
2020-06-15 00:03:48.000,1559339,71,106,51.0,-25.9,200,2020-06-15 00:04:15.047,714783760,259866424,0
2020-06-15 00:03:48.000,1905099,93,12,191.3,-53.6,1,2020-06-15 00:03:16.687,714783780,NULL,38
2020-06-15 00:03:48.000,2364662,93,6,56.4,-38.5,1,2020-06-15 00:03:48.417,714785547,NULL,38
2020-06-15 00:03:48.000,2760076,71,106,53.0,-24.3,200,2020-06-15 00:04:15.060,714783761,259866425,0
2020-06-15 00:03:48.000,2895148,66,9,49.1,-59.7,1,2020-06-15 00:03:48.027,714785526,NULL,38
2020-06-15 00:03:48.000,3063378,71,106,52.0,-23.7,200,2020-06-15 00:04:15.107,714783763,259866426,0
2020-06-15 00:03:48.000,3563810,93,6,56.0,-35.3,1,2020-06-15 00:03:48.480,714785549,NULL,38
2020-06-15 00:03:48.000,3663575,71,106,53.0,-27.0,200,2020-06-15 00:04:15.123,714783764,259866427,0
2020-06-15 00:03:48.000,3895761,84,104,53.0,-23.8,200,2020-06-15 00:04:16.403,714783813,259866429,0
2020-06-15 00:03:48.000,4763641,93,6,56.2,-34.6,1,2020-06-15 00:03:48.870,714785557,NULL,38
2020-06-15 00:03:48.000,5274231,66,9,38.0,-46.0,1,2020-06-15 00:03:48.060,714785527,NULL,38
2020-06-15 00:03:48.000,5842722,82,8,190.8,-23.7,1,2020-06-15 00:04:46.933,714785516,NULL,0
2020-06-15 00:03:48.000,5883195,66,9,51.4,-65.8,1,2020-06-15 00:03:48.387,714785546,NULL,38
2020-06-15 00:03:48.000,5975547,93,6,55.1,-37.8,1,2020-06-15 00:03:48.917,714785562,NULL,38
2020-06-15 00:03:48.000,6194819,84,104,57.0,-24.0,200,2020-06-15 00:04:16.420,714783816,259866430,0
2020-06-15 00:03:48.000,6262084,91,117,80.0,-68.9,200,2020-06-15 00:04:14.950,714783755,259866420,0
2020-06-15 00:03:48.000,6309879,82,8,177.8,-32.6,1,2020-06-15 00:04:46.950,714785517,NULL,0
2020-06-15 00:03:48.000,6709265,251,114,26.0,-35.7,200,2020-06-15 00:03:01.880,714783776,NULL,40
2020-06-15 00:03:48.000,7164394,93,6,55.5,-35.0,1,2020-06-15 00:03:49.027,714785567,NULL,38
2020-06-15 00:03:48.000,7267732,82,8,33.5,-43.7,1,2020-06-15 00:04:46.980,714785518,NULL,0
2020-06-15 00:03:48.000,8362970,93,6,56.2,-36.0,1,2020-06-15 00:03:49.057,714785568,NULL,38
2020-06-15 00:03:48.000,8484433,66,9,35.7,-47.0,1,2020-06-15 00:03:48.450,714785548,NULL,38
2020-06-15 00:03:48.000,8819748,75,108,76.0,22.6,200,2020-06-15 00:03:01.880,714783779,NULL,40
2020-06-15 00:03:48.000,8885658,66,9,48.6,-64.7,1,2020-06-15 00:03:48.543,714785551,NULL,38
2020-06-15 00:03:48.000,9363747,93,6,56.0,-34.3,1,2020-06-15 00:03:49.307,714785583,NULL,38
2020-06-15 00:03:48.000,9485270,66,9,51.8,-66.5,1,2020-06-15 00:03:48.590,714785552,NULL,38
2020-06-15 00:03:48.000,9665942,82,8,36.0,-43.7,1,2020-06-15 00:04:46.997,714785519,NULL,0
2020-06-15 00:03:49.000,562190,93,6,56.3,-37.0,1,2020-06-15 00:03:49.353,714785584,NULL,38
2020-06-15 00:03:49.000,868349,71,106,54.0,-20.2,200,2020-06-15 00:04:16.450,714783823,259866431,0
2020-06-15 00:03:49.000,959051,82,8,200.6,-38.3,1,2020-06-15 00:04:46.997,714785521,NULL,0
2020-06-15 00:03:49.000,965252,71,106,50.0,-29.1,200,2020-06-15 00:04:16.480,714783828,259866432,0
2020-06-15 00:03:49.000,1664556,82,8,33.7,-43.2,1,2020-06-15 00:04:47.027,714785522,NULL,0
2020-06-15 00:03:49.000,1764880,93,6,54.0,-33.9,1,2020-06-15 00:03:49.400,714785585,NULL,38
2020-06-15 00:03:49.000,1790173,24,108,36.0,-28.6,200,2020-06-15 00:03:02.393,714783803,NULL,40
2020-06-15 00:03:49.000,1799972,61,51,53.4,-37.6,1,2020-06-15 00:04:18.370,714783954,NULL,0
2020-06-15 00:03:49.000,1876065,93,103,54.0,-35.7,200,2020-06-15 00:03:17.310,714783817,NULL,38
2020-06-15 00:03:49.000,2064206,82,8,32.6,-56.8,1,2020-06-15 00:04:48.637,714785592,NULL,0
2020-06-15 00:03:49.000,2202556,93,101,10.0,-22.3,200,2020-06-15 00:03:17.373,714783829,NULL,38
2020-06-15 00:03:49.000,2204844,94,14,165.2,-24.4,1,2020-06-15 00:03:18.420,714783917,NULL,38
2020-06-15 00:03:49.000,2229231,15,51,34.1,-79.7,1,2020-06-15 00:04:18.337,714783951,NULL,0
2020-06-15 00:03:49.000,2344692,75,109,192.0,77.5,200,2020-06-15 00:03:02.083,714783785,NULL,40
2020-06-15 00:03:49.000,2361074,82,8,23.4,-48.3,1,2020-06-15 00:04:48.650,714785593,NULL,0
2020-06-15 00:03:49.000,2605436,93,9,34.2,-29.0,1,2020-06-15 00:03:17.793,714783873,NULL,38
2020-06-15 00:03:49.000,2678277,66,9,43.4,-56.5,1,2020-06-15 00:03:48.620,714785553,NULL,38
2020-06-15 00:03:49.000,2904801,82,8,165.5,-28.7,1,2020-06-15 00:04:48.683,714785595,NULL,0
2020-06-15 00:03:49.000,2961621,93,6,56.6,-36.7,1,2020-06-15 00:03:49.620,714785600,NULL,38
2020-06-15 00:03:49.000,3406829,61,51,58.0,-45.3,1,2020-06-15 00:04:18.383,714783955,NULL,0
2020-06-15 00:03:49.000,3677192,66,9,33.3,-48.8,1,2020-06-15 00:03:48.700,714785554,NULL,38
2020-06-15 00:03:49.000,3879300,66,9,52.4,-68.7,1,2020-06-15 00:03:48.963,714785566,NULL,38
2020-06-15 00:03:49.000,4062452,66,9,51.5,-56.5,1,2020-06-15 00:03:49.180,714785574,NULL,38
2020-06-15 00:03:49.000,4164933,93,6,54.0,-35.2,1,2020-06-15 00:03:49.680,714785605,NULL,38
2020-06-15 00:03:49.000,4870761,71,106,54.0,-20.2,200,2020-06-15 00:04:16.497,714783831,259866433,0
2020-06-15 00:03:49.000,5254285,93,6,49.8,-21.8,1,2020-06-15 00:03:49.930,714785621,NULL,38
2020-06-15 00:03:49.000,5358981,82,8,23.4,-39.6,1,2020-06-15 00:04:48.697,714785596,NULL,0
2020-06-15 00:03:49.000,5461946,82,8,37.0,-73.1,1,2020-06-15 00:04:48.713,714785597,NULL,0
2020-06-15 00:03:49.000,5560830,82,8,193.5,-25.7,1,2020-06-15 00:04:48.730,714785599,NULL,0
2020-06-15 00:03:49.000,5661665,82,8,32.8,-47.8,1,2020-06-15 00:04:48.743,714785601,NULL,0
2020-06-15 00:03:49.000,6471871,71,106,54.0,-24.0,200,2020-06-15 00:04:16.510,714783833,259866434,0
2020-06-15 00:03:49.000,6561976,93,6,56.2,-34.7,1,2020-06-15 00:03:49.977,714785624,NULL,38
2020-06-15 00:03:49.000,6569177,71,106,48.0,-25.3,200,2020-06-15 00:04:16.560,714783837,259866435,0
2020-06-15 00:03:49.000,6767868,15,51,80.4,-29.2,1,2020-06-15 00:04:18.353,714783952,NULL,0
2020-06-15 00:03:49.000,7463224,94,11,58.5,-10.5,1,2020-06-15 00:03:19.027,714783946,NULL,38
2020-06-15 00:03:49.000,7570039,71,106,47.0,-23.5,200,2020-06-15 00:04:16.573,714783839,259866436,0
2020-06-15 00:03:49.000,7657630,66,9,57.7,-47.8,1,2020-06-15 00:03:49.243,714785578,NULL,38
2020-06-15 00:03:49.000,7757189,82,8,20.0,-42.7,1,2020-06-15 00:04:48.773,714785602,NULL,0
2020-06-15 00:03:49.000,7761591,93,6,57.1,-36.3,1,2020-06-15 00:03:50.023,714785628,NULL,38
2020-06-15 00:03:49.000,8790560,75,108,75.0,19.0,200,2020-06-15 00:03:02.597,714783820,NULL,40
2020-06-15 00:03:49.000,8852648,93,6,46.0,-18.6,1,2020-06-15 00:03:50.133,714785635,NULL,38
2020-06-15 00:03:49.000,8855058,66,9,34.1,-42.0,1,2020-06-15 00:03:49.230,714785576,NULL,38
2020-06-15 00:03:49.000,8862358,251,114,24.0,-40.4,200,2020-06-15 00:03:02.580,714783819,NULL,40
2020-06-15 00:03:49.000,9259105,82,8,31.1,-57.3,1,2020-06-15 00:04:48.790,714785604,NULL,0
2020-06-15 00:03:49.000,9356238,82,8,23.1,-31.8,1,2020-06-15 00:04:48.803,714785606,NULL,0
2020-06-15 00:03:49.000,9558004,82,8,193.5,-28.2,1,2020-06-15 00:04:48.820,714785607,NULL,0
2020-06-15 00:03:49.000,9963207,93,6,56.2,-35.5,1,2020-06-15 00:03:50.243,714785641,NULL,38
2020-06-15 00:03:50.000,868990,66,9,46.5,-56.6,1,2020-06-15 00:03:49.277,714785581,NULL,38
2020-06-15 00:03:50.000,1174815,93,6,52.1,-36.6,1,2020-06-15 00:03:50.477,714785656,NULL,38
2020-06-15 00:03:50.000,1267619,66,9,46.5,-58.7,1,2020-06-15 00:03:49.417,714785586,NULL,38
2020-06-15 00:03:50.000,1467791,66,9,49.3,-64.2,1,2020-06-15 00:03:49.463,714785588,NULL,38
2020-06-15 00:03:50.000,1639343,93,14,358.8,-27.2,1,2020-06-15 00:03:19.683,714784003,NULL,38
2020-06-15 00:03:50.000,1919214,75,155,180.0,-23.7,200,2020-06-15 00:03:02.800,714783848,NULL,40
2020-06-15 00:03:50.000,2148811,97,135,53.0,-47.2,200,2020-06-15 00:03:18.310,714783914,NULL,38
2020-06-15 00:03:50.000,2184890,93,10,43.9,-34.1,1,2020-06-15 00:03:18.573,714783927,NULL,38
2020-06-15 00:03:50.000,2186834,93,15,42.7,-32.8,1,2020-06-15 00:03:19.747,714784013,NULL,38
2020-06-15 00:03:50.000,2199314,93,101,357.0,-30.5,200,2020-06-15 00:03:18.513,714783919,NULL,38
2020-06-15 00:03:50.000,2215321,94,3,44.9,-32.8,1,2020-06-15 00:03:19.433,714783976,NULL,38
2020-06-15 00:03:50.000,2221390,94,11,42.5,-27.1,1,2020-06-15 00:03:19.073,714783947,NULL,38
2020-06-15 00:03:50.000,2372838,93,6,56.1,-38.3,1,2020-06-15 00:03:50.587,714785659,NULL,38
2020-06-15 00:03:50.000,3065241,66,9,49.1,-64.7,1,2020-06-15 00:03:49.820,714785616,NULL,38
2020-06-15 00:03:50.000,3561676,93,6,53.8,-34.9,1,2020-06-15 00:03:50.617,714785660,NULL,38
2020-06-15 00:03:50.000,3877513,71,106,56.0,-18.3,200,2020-06-15 00:04:17.823,714783935,259866438,0
2020-06-15 00:03:50.000,4265209,66,9,51.0,-62.7,1,2020-06-15 00:03:49.870,714785619,NULL,38
2020-06-15 00:03:50.000,4761499,93,6,57.2,-36.5,1,2020-06-15 00:03:50.663,714785662,NULL,38
2020-06-15 00:03:50.000,4855259,82,8,32.5,-44.2,1,2020-06-15 00:04:48.837,714785609,NULL,0
2020-06-15 00:03:50.000,4871789,71,106,49.0,-32.6,200,2020-06-15 00:04:17.853,714783937,259866439,0
2020-06-15 00:03:50.000,5428769,82,8,182.8,-21.9,1,2020-06-15 00:04:48.867,714785610,NULL,0
2020-06-15 00:03:50.000,5665229,84,116,213.0,-19.7,200,2020-06-15 00:04:17.790,714783934,259866437,0
2020-06-15 00:03:50.000,5948190,82,8,196.3,-25.7,1,2020-06-15 00:04:48.883,714785611,NULL,0
2020-06-15 00:03:50.000,5960041,93,6,52.4,-33.9,1,2020-06-15 00:03:50.820,714785668,NULL,38
2020-06-15 00:03:50.000,6061438,66,9,47.3,-70.7,1,2020-06-15 00:03:50.023,714785626,NULL,38
2020-06-15 00:03:50.000,6261473,66,9,46.6,-59.7,1,2020-06-15 00:03:50.070,714785631,NULL,38
2020-06-15 00:03:50.000,6329663,82,6,25.8,-13.4,1,2020-06-15 00:04:20.567,714784120,NULL,0
2020-06-15 00:03:50.000,6750964,82,8,22.3,-45.2,1,2020-06-15 00:04:48.897,714785613,NULL,0
2020-06-15 00:03:50.000,7160144,93,6,57.6,-36.0,1,2020-06-15 00:03:50.883,714785670,NULL,38
2020-06-15 00:03:50.000,7822312,82,6,49.0,-19.4,1,2020-06-15 00:04:20.567,714784121,NULL,0
2020-06-15 00:03:50.000,8360019,93,6,56.4,-34.4,1,2020-06-15 00:03:50.930,714785671,NULL,38
2020-06-15 00:03:50.000,8377547,71,106,49.0,-23.8,200,2020-06-15 00:04:17.883,714783938,259866440,0
2020-06-15 00:03:50.000,8458041,66,9,51.3,-60.3,1,2020-06-15 00:03:50.227,714785639,NULL,38
2020-06-15 00:03:50.000,8693422,82,8,201.9,-25.3,1,2020-06-15 00:04:48.913,714785614,NULL,0
2020-06-15 00:03:50.000,8960389,75,108,76.0,20.1,200,2020-06-15 00:03:03.347,714783901,NULL,40
2020-06-15 00:03:50.000,9178557,71,106,47.0,-26.0,200,2020-06-15 00:04:17.900,714783939,259866441,0
2020-06-15 00:03:50.000,9257455,66,9,49.7,-66.2,1,2020-06-15 00:03:50.633,714785661,NULL,38
2020-06-15 00:03:50.000,9572447,93,6,55.6,-37.6,1,2020-06-15 00:03:51.227,714785676,NULL,38
2020-06-15 00:03:51.000,150618,82,8,192.1,-25.3,1,2020-06-15 00:04:48.930,714785615,NULL,0
2020-06-15 00:03:51.000,492227,82,8,183.9,-24.1,1,2020-06-15 00:04:48.943,714785617,NULL,0
2020-06-15 00:03:51.000,654661,66,9,45.5,-62.7,1,2020-06-15 00:03:50.680,714785663,NULL,38
2020-06-15 00:03:51.000,760970,93,6,57.9,-37.2,1,2020-06-15 00:03:51.273,714785679,NULL,38
2020-06-15 00:03:51.000,1015650,251,114,25.0,-42.4,200,2020-06-15 00:03:03.800,714783923,NULL,40
2020-06-15 00:03:51.000,1959377,93,6,56.3,-35.5,1,2020-06-15 00:03:51.553,714785707,NULL,38
2020-06-15 00:03:51.000,2672087,61,22,138.0,-38.7,1,2020-06-15 00:04:20.583,714784124,NULL,0
2020-06-15 00:03:51.000,2726028,83,108,268.0,90.9,200,2020-06-15 00:04:18.837,714784010,259866444,0
2020-06-15 00:03:51.000,2972228,93,6,56.0,-36.2,1,2020-06-15 00:03:51.617,714785711,NULL,38
2020-06-15 00:03:51.000,3451561,66,9,48.1,-58.8,1,2020-06-15 00:03:50.710,714785665,NULL,38
2020-06-15 00:03:51.000,3746139,82,8,20.3,-51.1,1,2020-06-15 00:04:48.977,714785618,NULL,0
2020-06-15 00:03:51.000,3810649,83,108,229.0,116.5,200,2020-06-15 00:04:18.867,714784014,259866445,0
2020-06-15 00:03:51.000,3879046,82,8,351.8,-43.3,1,2020-06-15 00:04:50.847,714785723,NULL,0
2020-06-15 00:03:51.000,4159926,93,6,56.3,-36.5,1,2020-06-15 00:03:51.663,714785717,NULL,38
2020-06-15 00:03:51.000,4342183,83,114,105.0,100.0,200,2020-06-15 00:04:17.930,714783940,259866442,0
2020-06-15 00:03:51.000,4342702,83,112,189.0,77.1,200,2020-06-15 00:04:17.947,714783942,259866443,0
2020-06-15 00:03:51.000,5136113,71,106,42.0,-37.6,200,2020-06-15 00:04:18.947,714784022,259866448,0
2020-06-15 00:03:51.000,5359334,93,6,54.9,-34.7,1,2020-06-15 00:03:51.820,714785728,NULL,38
2020-06-15 00:03:51.000,6513198,83,108,276.0,-16.7,200,2020-06-15 00:04:18.900,714784019,259866446,0
2020-06-15 00:03:51.000,6571181,93,6,53.8,-36.3,1,2020-06-15 00:03:51.867,714785732,NULL,38
2020-06-15 00:03:51.000,6678234,24,108,38.0,-29.2,200,2020-06-15 00:03:04.593,714783965,NULL,40
2020-06-15 00:03:51.000,6685695,71,106,54.0,-21.0,200,2020-06-15 00:04:18.977,714784024,259866449,0
2020-06-15 00:03:51.000,6690060,83,108,208.0,-210.9,200,2020-06-15 00:04:18.930,714784020,259866447,0
2020-06-15 00:03:51.000,6926932,82,8,318.4,-187.1,1,2020-06-15 00:04:50.863,714785724,NULL,0
2020-06-15 00:03:51.000,7230354,66,9,54.1,-52.1,1,2020-06-15 00:03:50.757,714785666,NULL,38
2020-06-15 00:03:51.000,7446564,66,9,49.2,-45.7,1,2020-06-15 00:03:51.023,714785672,NULL,38
2020-06-15 00:03:51.000,7577783,93,9,351.0,-20.7,1,2020-06-15 00:03:20.213,714784048,NULL,38
2020-06-15 00:03:51.000,7758204,93,6,57.2,-37.8,1,2020-06-15 00:03:52.160,714785748,NULL,38
2020-06-15 00:03:51.000,7765706,83,108,262.0,-44.3,200,2020-06-15 00:04:20.020,714784082,259866451,0
2020-06-15 00:03:51.000,8931040,75,108,73.0,21.0,200,2020-06-15 00:03:04.657,714783970,NULL,40
2020-06-15 00:03:51.000,8958230,93,6,55.2,-35.2,1,2020-06-15 00:03:52.223,714785751,NULL,38
2020-06-15 00:03:51.000,9245246,82,8,30.8,-51.0,1,2020-06-15 00:04:50.893,714785725,NULL,0
2020-06-15 00:03:52.000,169546,93,6,55.8,-36.0,1,2020-06-15 00:03:52.410,714785765,NULL,38
2020-06-15 00:03:52.000,1156303,93,6,53.7,-31.9,1,2020-06-15 00:03:52.550,714785777,NULL,38
2020-06-15 00:03:52.000,1641793,66,9,48.4,-42.7,1,2020-06-15 00:03:51.320,714785685,NULL,38
2020-06-15 00:03:52.000,2357522,93,6,57.3,-36.6,1,2020-06-15 00:03:52.613,714785783,NULL,38
2020-06-15 00:03:52.000,2890188,71,106,52.0,-19.2,200,2020-06-15 00:04:18.993,714784026,259866450,0
2020-06-15 00:03:52.000,3169323,251,114,25.0,-43.0,200,2020-06-15 00:03:04.750,714783982,NULL,40
2020-06-15 00:03:52.000,3283788,82,8,171.0,-26.0,1,2020-06-15 00:04:50.910,714785726,NULL,0
2020-06-15 00:03:52.000,3569394,93,6,52.8,-34.7,1,2020-06-15 00:03:52.707,714785790,NULL,38
2020-06-15 00:03:52.000,3894660,93,9,107.0,-20.3,1,2020-06-15 00:03:20.697,714784076,NULL,38
2020-06-15 00:03:52.000,4768102,93,6,56.4,-36.8,1,2020-06-15 00:03:52.753,714785793,NULL,38
2020-06-15 00:03:52.000,5101013,93,9,7.6,-24.8,1,2020-06-15 00:03:21.023,714784094,NULL,38
2020-06-15 00:03:52.000,5535247,75,155,180.0,-24.4,200,2020-06-15 00:03:04.953,714784004,NULL,40
2020-06-15 00:03:52.000,5622119,93,12,185.7,-58.4,1,2020-06-15 00:03:21.117,714784107,NULL,38
2020-06-15 00:03:52.000,5938102,82,8,23.7,-52.0,1,2020-06-15 00:04:50.927,714785727,NULL,0
2020-06-15 00:03:52.000,5967799,93,6,54.9,-38.4,1,2020-06-15 00:03:52.817,714785794,NULL,38
2020-06-15 00:03:52.000,6281803,82,8,164.7,-25.5,1,2020-06-15 00:04:50.940,714785729,NULL,0
2020-06-15 00:03:52.000,6435306,66,9,49.0,-46.7,1,2020-06-15 00:03:51.380,714785691,NULL,38
2020-06-15 00:03:52.000,7167667,93,6,55.3,-38.0,1,2020-06-15 00:03:52.927,714785798,NULL,38
2020-06-15 00:03:52.000,7264101,15,51,91.9,-28.0,1,2020-06-15 00:04:20.600,714784125,NULL,0
2020-06-15 00:03:52.000,7536972,82,8,22.7,-45.2,1,2020-06-15 00:04:50.957,714785730,NULL,0
2020-06-15 00:03:52.000,8150466,71,106,47.0,-27.5,200,2020-06-15 00:04:20.100,714784089,259866456,0
2020-06-15 00:03:52.000,8246770,93,6,46.8,-19.2,1,2020-06-15 00:03:53.020,714785801,NULL,38
2020-06-15 00:03:52.000,8493568,71,106,49.0,-22.3,200,2020-06-15 00:04:20.100,714784091,259866457,0
2020-06-15 00:03:52.000,8791410,71,106,49.0,-32.3,200,2020-06-15 00:04:20.117,714784092,259866458,0
2020-06-15 00:03:52.000,8798080,82,6,38.6,-19.5,1,2020-06-15 00:04:20.817,714784154,NULL,0
2020-06-15 00:03:52.000,8831754,66,9,45.1,-39.3,1,2020-06-15 00:03:51.430,714785695,NULL,38
2020-06-15 00:03:52.000,8935960,82,8,21.0,-60.6,1,2020-06-15 00:04:50.973,714785731,NULL,0
2020-06-15 00:03:52.000,9555633,93,6,54.3,-36.1,1,2020-06-15 00:03:53.080,714785804,NULL,38
2020-06-15 00:03:52.000,9802007,84,116,211.0,-29.3,200,2020-06-15 00:04:20.037,714784083,259866452,0
2020-06-15 00:03:53.000,231302,66,9,52.6,-45.3,1,2020-06-15 00:03:51.477,714785701,NULL,38
2020-06-15 00:03:53.000,295428,71,106,61.0,-18.5,200,2020-06-15 00:04:20.130,714784093,259866459,0
2020-06-15 00:03:53.000,426261,81,113,221.0,22.1,200,2020-06-15 00:04:20.070,714784087,259866454,0
2020-06-15 00:03:53.000,754955,93,6,55.7,-34.2,1,2020-06-15 00:03:53.427,714785818,NULL,38
2020-06-15 00:03:53.000,1227654,86,105,233.0,20.4,200,2020-06-15 00:04:20.053,714784086,259866453,0
2020-06-15 00:03:53.000,1426080,66,9,45.7,-41.9,1,2020-06-15 00:03:51.617,714785713,NULL,38
2020-06-15 00:03:53.000,1496191,71,106,52.0,-19.2,200,2020-06-15 00:04:20.130,714784095,259866460,0
2020-06-15 00:03:53.000,1700428,33,122,252.0,-36.9,200,2020-06-19 01:32:25.990,733923806,268156541,0
2020-06-15 00:03:53.000,1706212,32,107,265.0,-17.4,200,2020-06-15 00:04:20.083,714784088,259866455,0
2020-06-15 00:03:53.000,1955450,93,6,56.5,-35.6,1,2020-06-15 00:03:53.473,714785820,NULL,38
2020-06-15 00:03:53.000,2490795,71,106,48.0,-35.6,200,2020-06-15 00:04:20.147,714784096,259866461,0
2020-06-15 00:03:53.000,2795915,93,9,10.5,-20.7,1,2020-06-15 00:03:21.820,714784157,NULL,38
2020-06-15 00:03:53.000,2965874,93,6,55.3,-35.9,1,2020-06-15 00:03:53.520,714785821,NULL,38
2020-06-15 00:03:53.000,3077657,82,8,173.3,-32.6,1,2020-06-15 00:04:50.990,714785733,NULL,0
2020-06-15 00:03:53.000,3393912,71,106,48.0,-34.6,200,2020-06-15 00:04:20.163,714784098,259866462,0
2020-06-15 00:03:53.000,3608439,66,9,49.9,-41.1,1,2020-06-15 00:03:51.680,714785718,NULL,38
2020-06-15 00:03:53.000,3623601,66,9,52.7,-43.2,1,2020-06-15 00:03:52.020,714785743,NULL,38
2020-06-15 00:03:53.000,3849864,33,122,249.0,-37.4,200,2020-06-19 01:32:25.990,733923809,268156544,0
2020-06-15 00:03:53.000,3854623,82,6,40.4,-18.0,1,2020-06-15 00:04:22.603,714784254,NULL,0
2020-06-15 00:03:53.000,4153435,93,6,56.1,-35.4,1,2020-06-15 00:03:53.630,714785823,NULL,38
2020-06-15 00:03:53.000,4194381,71,106,51.0,-26.9,200,2020-06-15 00:04:20.177,714784100,259866463,0
2020-06-15 00:03:53.000,4296052,33,122,249.0,-37.0,200,2020-06-19 01:32:26.003,733923812,268156547,0
2020-06-15 00:03:53.000,4298384,33,119,201.0,-23.8,200,2020-06-16 01:02:15.677,722398328,263312456,0
2020-06-15 00:03:53.000,4299490,33,101,256.0,-18.6,200,2020-06-19 00:36:03.670,733731040,268005723,0
2020-06-15 00:03:53.000,4423194,66,9,46.0,-43.7,1,2020-06-15 00:03:52.070,714785746,NULL,38
2020-06-15 00:03:53.000,4594614,71,106,51.0,-27.7,200,2020-06-15 00:04:20.177,714784101,259866464,0
2020-06-15 00:03:53.000,4607297,66,9,56.1,-40.8,1,2020-06-15 00:03:52.113,714785747,NULL,38
2020-06-15 00:03:53.000,4732526,82,8,25.9,-30.1,1,2020-06-15 00:04:51.003,714785734,NULL,0
2020-06-15 00:03:53.000,4821924,66,9,51.2,-49.0,1,2020-06-15 00:03:52.223,714785750,NULL,38
2020-06-15 00:03:53.000,5322849,251,114,22.0,-38.1,200,2020-06-15 00:03:06.200,714784084,NULL,40
2020-06-15 00:03:53.000,5364120,93,6,54.2,-37.5,1,2020-06-15 00:03:53.673,714785825,NULL,38
2020-06-15 00:03:53.000,5595491,71,106,47.0,-25.5,200,2020-06-15 00:04:20.193,714784102,259866465,0
2020-06-15 00:03:53.000,6098677,71,106,47.0,-28.0,200,2020-06-15 00:04:20.210,714784104,259866466,0
2020-06-15 00:03:53.000,6553429,93,6,56.0,-34.7,1,2020-06-15 00:03:54.003,714785834,NULL,38
